"hotel","is_canceled","lead_time","arrival_date_year","arrival_date_month","arrival_date_week_number","arrival_date_day_of_month","stays_in_weekend_nights","stays_in_week_nights","adults","children","babies","meal","country","market_segment","distribution_channel","is_repeated_guest","previous_cancellations","previous_bookings_not_canceled","reserved_room_type","assigned_room_type","booking_changes","deposit_type","agent","company","days_in_waiting_list","customer_type","adr","required_car_parking_spaces","total_of_special_requests","reservation_status","reservation_status_date"
"City Hotel",1,91,2016,"April",15,4,1,2,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund","3","NULL",0,"Transient",80,0,0,"Canceled","2016-02-04"
"Resort Hotel",1,157,2017,"July",30,26,2,8,1,2,0,"HB","ESP","Online TA","TA/TO",0,0,0,"C","C",0,"No Deposit","240","NULL",0,"Transient",266.5,0,1,"Canceled","2017-02-24"
"Resort Hotel",1,226,2016,"September",36,1,2,5,2,2,0,"BB","PRT","Online TA","TA/TO",0,0,0,"G","G",0,"No Deposit","240","NULL",0,"Transient",145,0,0,"Canceled","2016-04-05"
"Resort Hotel",1,277,2016,"June",25,12,2,2,2,0,0,"Undefined","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","NULL","NULL",0,"Transient",110,0,0,"Canceled","2016-03-29"
"City Hotel",1,117,2016,"April",18,29,0,2,2,2,0,"BB","PRT","Online TA","TA/TO",0,0,0,"E","E",0,"No Deposit","11","NULL",0,"Transient",123.62,0,0,"Canceled","2016-01-03"
"City Hotel",0,3,2015,"November",46,13,1,2,2,0,0,"BB","ESP","Offline TA/TO","TA/TO",0,0,0,"A","D",0,"No Deposit","28","NULL",0,"Contract",64,0,0,"Check-Out","2015-11-16"
"City Hotel",0,8,2017,"May",19,11,0,1,2,0,0,"SC","IRL","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient-Party",150,0,1,"Check-Out","2017-05-12"
"Resort Hotel",0,75,2015,"October",43,20,0,5,3,0,0,"BB","GBR","Offline TA/TO","TA/TO",0,0,0,"A","C",0,"No Deposit","314","NULL",0,"Contract",67.15,0,1,"Check-Out","2015-10-25"
"City Hotel",0,81,2017,"May",18,2,0,2,2,0,0,"SC","DEU","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",117,0,1,"Check-Out","2017-05-04"
"City Hotel",1,36,2017,"August",31,1,0,3,2,0,0,"SC","GBR","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",140,0,0,"Canceled","2017-06-26"
"Resort Hotel",0,97,2015,"August",35,26,0,2,2,0,0,"BB","FRA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","240","NULL",0,"Transient",120.6,0,0,"Check-Out","2015-08-28"
"City Hotel",0,14,2015,"October",42,15,0,1,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",1,"No Deposit","99","NULL",0,"Transient-Party",100,0,0,"Check-Out","2015-10-16"
"City Hotel",1,139,2016,"July",27,2,0,1,2,0,0,"SC","ESP","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",85.5,0,0,"Canceled","2016-02-16"
"City Hotel",0,61,2017,"August",31,4,0,1,2,1,1,"BB","CN","Direct","Direct",0,0,0,"A","A",1,"No Deposit","14","NULL",0,"Transient",146,0,1,"Check-Out","2017-08-05"
"Resort Hotel",1,3,2015,"July",27,2,0,3,2,0,0,"HB","PRT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","240","NULL",0,"Transient",136.33,0,2,"Canceled","2015-06-29"
"City Hotel",0,212,2016,"May",21,20,2,3,2,0,0,"BB","DEU","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","21","NULL",0,"Transient-Party",78,0,1,"Check-Out","2016-05-25"
"Resort Hotel",0,0,2015,"December",53,28,0,0,2,0,0,"BB","PRT","Direct","Direct",1,0,0,"F","F",0,"No Deposit","NULL","NULL",0,"Transient",0,0,0,"Check-Out","2015-12-28"
"City Hotel",1,275,2016,"October",41,5,1,4,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund","44","NULL",0,"Transient",90,0,0,"Canceled","2016-06-20"
"City Hotel",0,211,2016,"October",41,7,0,2,2,0,0,"HB","ITA","Online TA","TA/TO",0,0,0,"A","A",2,"No Deposit","9","NULL",0,"Transient",143.1,0,1,"Check-Out","2016-10-09"
"Resort Hotel",0,6,2016,"April",18,30,1,1,2,0,0,"BB","ESP","Online TA","TA/TO",0,0,0,"E","E",0,"No Deposit","240","NULL",0,"Transient",95,0,2,"Check-Out","2016-05-02"
"City Hotel",0,3,2016,"May",20,9,5,10,1,0,0,"BB","FRA","Aviation","Corporate",0,0,0,"D","D",0,"No Deposit","NULL","153",0,"Transient",110,0,0,"Check-Out","2016-05-24"
"City Hotel",0,119,2017,"May",19,11,0,3,2,0,0,"SC","COL","Online TA","TA/TO",0,0,0,"A","C",1,"No Deposit","9","NULL",0,"Transient-Party",120,0,0,"Check-Out","2017-05-14"
"City Hotel",1,275,2016,"October",41,5,1,4,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund","44","NULL",0,"Transient",90,0,0,"Canceled","2016-06-20"
"City Hotel",1,1,2016,"July",28,7,0,1,2,0,0,"SC","GBR","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",149,0,0,"Canceled","2016-07-06"
"City Hotel",0,135,2017,"March",9,3,0,2,2,0,0,"SC","GBR","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",79.2,0,1,"Check-Out","2017-03-05"
"Resort Hotel",0,225,2016,"May",22,26,0,3,1,0,0,"BB","GBR","Groups","Direct",0,0,0,"A","A",2,"No Deposit","NULL","223",0,"Transient-Party",60,0,0,"Check-Out","2016-05-29"
"Resort Hotel",0,210,2017,"June",22,3,4,6,2,0,0,"BB","GBR","Offline TA/TO","TA/TO",0,0,0,"D","D",1,"No Deposit","40","NULL",0,"Contract",68.4,0,0,"Check-Out","2017-06-13"
"City Hotel",0,127,2016,"April",18,28,1,3,2,0,0,"BB","USA","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","3","NULL",0,"Transient-Party",90,0,0,"Check-Out","2016-05-02"
"City Hotel",0,1,2016,"April",16,16,0,1,2,0,0,"SC","IRL","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",89,0,1,"Check-Out","2016-04-17"
"City Hotel",1,20,2016,"December",50,4,2,0,1,0,0,"BB","PRT","Corporate","Corporate",0,0,0,"A","A",0,"No Deposit","NULL","40",0,"Transient",67,0,0,"Canceled","2016-11-16"
"City Hotel",0,62,2016,"April",18,25,1,2,2,0,0,"SC","ROU","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",94.8,0,0,"Check-Out","2016-04-28"
"City Hotel",1,178,2016,"April",18,28,0,3,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,1,0,"A","A",0,"Non Refund","19","NULL",46,"Transient",110,0,0,"Canceled","2015-12-18"
"City Hotel",0,28,2016,"June",25,14,0,3,1,0,0,"BB","NLD","Online TA","TA/TO",0,0,0,"D","E",0,"No Deposit","7","NULL",0,"Transient",108.42,0,1,"Check-Out","2016-06-17"
"City Hotel",0,39,2015,"September",38,13,2,2,2,0,0,"BB","BRA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Contract",94.5,0,2,"Check-Out","2015-09-17"
"Resort Hotel",0,193,2016,"July",30,23,4,6,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","240","NULL",0,"Transient",128,0,2,"Check-Out","2016-08-02"
"Resort Hotel",1,102,2015,"September",38,18,2,4,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"E","E",0,"No Deposit","240","NULL",0,"Transient",99,0,0,"Canceled","2015-07-21"
"City Hotel",0,119,2016,"July",31,26,0,3,3,0,0,"BB","SWE","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","9","NULL",0,"Transient",137.7,0,0,"Check-Out","2016-07-29"
"Resort Hotel",0,45,2016,"March",10,1,1,5,2,0,0,"HB","DEU","Groups","Direct",0,0,0,"E","E",1,"No Deposit","NULL","NULL",0,"Transient-Party",81,0,0,"Check-Out","2016-03-07"
"City Hotel",0,234,2017,"July",28,10,1,2,2,2,0,"BB","DEU","Online TA","TA/TO",0,0,0,"F","F",0,"No Deposit","9","NULL",0,"Transient",179.1,0,0,"Check-Out","2017-07-13"
"City Hotel",0,8,2017,"April",17,29,0,1,2,0,0,"BB","NLD","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","9","NULL",0,"Transient-Party",190,0,0,"Check-Out","2017-04-30"
"City Hotel",0,103,2016,"May",19,5,1,3,2,0,0,"BB","NOR","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","7","NULL",0,"Transient",95.88,0,1,"Check-Out","2016-05-09"
"City Hotel",1,18,2015,"August",35,29,2,5,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Contract",98.57,0,2,"Canceled","2015-08-24"
"City Hotel",1,201,2017,"June",24,14,0,4,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","NULL","NULL",0,"Transient",110,0,0,"Canceled","2016-11-25"
"City Hotel",0,22,2017,"February",6,9,2,3,2,0,0,"BB","ESP","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","7","NULL",0,"Transient",66.53,0,1,"Check-Out","2017-02-14"
"City Hotel",0,119,2015,"August",33,14,2,2,2,0,0,"BB","BEL","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",76.5,0,1,"Check-Out","2015-08-18"
"City Hotel",0,113,2016,"June",24,9,0,3,2,0,0,"SC","FRA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","8","NULL",0,"Transient",116.1,0,1,"Check-Out","2016-06-12"
"City Hotel",0,423,2017,"June",24,14,0,3,2,0,0,"BB","GBR","Groups","TA/TO",0,0,0,"A","A",0,"No Deposit","229","NULL",0,"Transient-Party",112.67,0,1,"Check-Out","2017-06-17"
"City Hotel",0,41,2016,"March",12,13,2,1,2,0,0,"BB","POL","Corporate","TA/TO",0,0,0,"A","A",0,"No Deposit","NULL","193",0,"Transient-Party",85.67,0,0,"Check-Out","2016-03-16"
"Resort Hotel",0,41,2016,"April",17,23,2,3,2,0,0,"BB","GBR","Direct","Direct",0,0,0,"D","D",3,"No Deposit","250","NULL",0,"Transient",59.22,0,1,"Check-Out","2016-04-28"
"City Hotel",0,1,2015,"September",37,9,0,3,2,0,0,"BB","FRA","Online TA","TA/TO",0,0,0,"A","D",0,"No Deposit","9","NULL",0,"Contract",152,0,2,"Check-Out","2015-09-12"
"Resort Hotel",1,107,2016,"May",23,29,4,6,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"E","E",0,"No Deposit","314","NULL",0,"Transient",79.2,0,0,"Canceled","2016-05-26"
"Resort Hotel",0,2,2017,"June",22,1,0,1,1,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","184","NULL",0,"Transient",75,0,0,"Check-Out","2017-06-02"
"City Hotel",0,165,2016,"July",30,18,1,1,3,0,0,"BB","DEU","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","9","NULL",0,"Transient",142.2,1,2,"Check-Out","2016-07-20"
"City Hotel",1,185,2016,"September",38,15,0,3,2,0,0,"SC","GBR","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",116.1,0,0,"Canceled","2016-05-20"
"City Hotel",1,245,2016,"July",28,6,2,4,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund","19","NULL",0,"Transient",110,0,0,"Canceled","2016-02-23"
"City Hotel",1,210,2017,"June",25,19,1,3,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund","154","NULL",0,"Transient",130,0,0,"Canceled","2017-01-24"
"Resort Hotel",1,75,2015,"September",37,7,2,5,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","240","NULL",0,"Transient",98,0,2,"Canceled","2015-08-27"
"City Hotel",0,14,2016,"November",46,11,0,1,1,0,0,"BB","NOR","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",152,0,2,"Check-Out","2016-11-12"
"Resort Hotel",0,4,2017,"January",3,21,0,1,2,0,0,"HB","ESP","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","240","NULL",0,"Transient",90,0,1,"Check-Out","2017-01-22"
"City Hotel",1,48,2016,"February",8,19,1,2,2,0,0,"SC","ESP","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",67.5,0,0,"Canceled","2016-01-02"
"City Hotel",0,55,2015,"September",37,6,2,0,2,0,0,"BB","FRA","Groups","TA/TO",0,0,0,"A","D",0,"No Deposit","1","NULL",0,"Transient-Party",75,0,0,"Check-Out","2015-09-08"
"City Hotel",1,38,2017,"January",2,14,0,1,1,0,0,"BB","PRT","Corporate","Corporate",0,0,0,"A","A",0,"Non Refund","NULL","67",0,"Transient",75,0,0,"Canceled","2016-12-07"
"City Hotel",0,396,2017,"June",26,25,2,0,2,0,0,"HB","DEU","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","6","NULL",0,"Transient-Party",122.4,0,1,"Check-Out","2017-06-27"
"City Hotel",0,0,2016,"October",41,5,0,0,3,0,0,"BB","PRT","Online TA","TA/TO",1,0,0,"D","K",0,"No Deposit","9","NULL",0,"Transient",0,0,1,"Check-Out","2016-10-05"
"City Hotel",0,109,2016,"July",29,11,3,5,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","8","NULL",0,"Transient",113.26,0,1,"Check-Out","2016-07-19"
"City Hotel",1,89,2015,"November",48,23,1,2,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Contract",72.25,0,2,"Canceled","2015-10-26"
"City Hotel",1,33,2015,"December",50,9,0,2,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,1,0,"A","A",0,"Non Refund","44","NULL",0,"Transient",110,0,0,"Canceled","2015-11-16"
"City Hotel",0,256,2017,"May",18,2,0,4,2,0,0,"BB","DEU","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","42","NULL",0,"Transient",99,0,0,"Check-Out","2017-05-06"
"City Hotel",0,0,2016,"September",40,27,0,1,3,0,0,"BB","PRT","Corporate","Corporate",0,0,0,"D","D",2,"No Deposit","174","NULL",0,"Transient-Party",205,0,0,"Check-Out","2016-09-28"
"Resort Hotel",0,85,2016,"October",44,25,0,2,2,0,0,"BB","FIN","Online TA","TA/TO",0,0,0,"F","F",0,"No Deposit","242","NULL",0,"Transient",88,0,1,"Check-Out","2016-10-27"
"City Hotel",0,1,2016,"November",47,16,0,3,2,0,0,"BB","PRT","Direct","Direct",0,0,0,"E","E",0,"No Deposit","NULL","NULL",0,"Transient",50,0,0,"Check-Out","2016-11-19"
"Resort Hotel",1,69,2015,"July",28,9,2,6,2,0,0,"HB","PRT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","240","NULL",0,"Transient",118.13,0,2,"Canceled","2015-05-13"
"City Hotel",1,105,2015,"December",53,29,0,4,2,1,0,"BB","PRT","Online TA","TA/TO",0,1,0,"A","A",0,"No Deposit","8","NULL",0,"Transient",102.5,0,3,"Canceled","2015-09-17"
"City Hotel",0,102,2017,"April",15,9,2,3,2,0,0,"BB","DEU","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",118.8,0,0,"Check-Out","2017-04-14"
"City Hotel",1,391,2016,"July",31,27,0,2,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","1","NULL",0,"Transient",65,0,0,"Canceled","2015-12-09"
"City Hotel",1,172,2016,"June",26,24,0,2,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","34","NULL",0,"Transient-Party",95,0,0,"Canceled","2016-04-06"
"City Hotel",0,0,2015,"August",35,26,0,1,3,0,0,"BB","PRT","Direct","Direct",0,0,0,"D","D",0,"No Deposit","NULL","NULL",0,"Transient",151,0,0,"Check-Out","2015-08-27"
"City Hotel",1,9,2015,"November",47,20,0,2,2,0,0,"BB","PRT","Online TA","TA/TO",0,1,0,"D","D",0,"No Deposit","7","NULL",0,"Transient",77.93,0,1,"Canceled","2015-11-14"
"City Hotel",0,12,2017,"February",7,13,1,0,2,0,0,"HB","PRT","Direct","Direct",0,0,0,"D","D",1,"No Deposit","14","NULL",0,"Transient",163,1,1,"Check-Out","2017-02-14"
"City Hotel",1,45,2017,"April",14,7,0,2,2,0,0,"BB","ITA","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","9","NULL",0,"Transient",135,0,0,"Canceled","2017-03-11"
"Resort Hotel",0,119,2015,"September",38,15,4,10,2,0,0,"BB","GBR","Offline TA/TO","TA/TO",0,0,0,"D","D",0,"No Deposit","142","NULL",0,"Transient",71.66,0,0,"Check-Out","2015-09-29"
"City Hotel",1,87,2017,"May",22,30,0,3,2,0,0,"SC","USA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",130.67,0,0,"Canceled","2017-03-08"
"City Hotel",0,8,2016,"April",15,8,0,1,1,0,0,"BB","FRA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",95,0,1,"Check-Out","2016-04-09"
"City Hotel",0,19,2015,"December",52,26,2,1,2,0,0,"BB","FRA","Offline TA/TO","TA/TO",0,0,0,"A","D",0,"No Deposit","28","NULL",0,"Transient",58,0,0,"Check-Out","2015-12-29"
"City Hotel",0,27,2016,"August",36,30,0,1,2,0,0,"BB","ESP","Direct","Direct",0,0,0,"A","A",0,"No Deposit","14","NULL",0,"Group",93.5,0,0,"Check-Out","2016-08-31"
"Resort Hotel",1,7,2016,"May",22,27,0,1,1,0,0,"HB","PRT","Groups","Corporate",0,0,0,"A","A",0,"Non Refund","NULL","20",0,"Transient",58,0,0,"Canceled","2016-05-25"
"City Hotel",0,199,2016,"April",16,14,1,3,2,0,0,"BB","DEU","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Contract",106.2,0,1,"Check-Out","2016-04-18"
"City Hotel",0,8,2017,"February",7,15,0,2,1,0,0,"BB","FRA","Groups","TA/TO",0,0,0,"A","D",0,"No Deposit","33","NULL",0,"Transient-Party",65,0,0,"Check-Out","2017-02-17"
"City Hotel",0,1,2017,"February",8,22,0,1,1,0,0,"BB","PRT","Corporate","Corporate",0,0,0,"A","A",0,"No Deposit","NULL","219",0,"Transient",80,0,2,"Check-Out","2017-02-23"
"City Hotel",0,170,2017,"August",32,11,2,2,2,0,0,"BB","FRA","Online TA","TA/TO",0,0,0,"D","D",4,"No Deposit","9","NULL",0,"Transient-Party",175.5,0,0,"Check-Out","2017-08-15"
"Resort Hotel",1,211,2016,"September",37,7,0,3,1,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"D","D",0,"Non Refund","1","NULL",0,"Transient",89,0,0,"Canceled","2016-02-09"
"City Hotel",0,72,2015,"September",38,18,0,1,2,0,0,"HB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","6","NULL",0,"Transient-Party",108,0,0,"Check-Out","2015-09-19"
"City Hotel",1,127,2016,"November",47,13,2,1,2,0,0,"SC","BRA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",79.2,0,1,"Canceled","2016-11-02"
"City Hotel",1,95,2017,"July",30,28,0,2,2,0,0,"SC","GBR","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",125,0,1,"Canceled","2017-04-24"
"City Hotel",1,341,2015,"September",39,23,0,2,2,0,0,"BB","PRT","Groups","TA/TO",0,1,0,"A","A",0,"Non Refund","1","NULL",0,"Transient-Party",62,0,0,"Canceled","2015-07-02"
"Resort Hotel",0,1,2017,"January",4,24,0,2,1,0,0,"BB","PRT","Online TA","Corporate",1,0,4,"A","D",0,"No Deposit","240","NULL",0,"Transient",43,0,2,"Check-Out","2017-01-26"
"Resort Hotel",0,81,2017,"February",5,2,0,3,2,0,0,"BB","GBR","Online TA","TA/TO",0,0,0,"A","D",4,"No Deposit","240","NULL",0,"Transient-Party",42,0,1,"Check-Out","2017-02-05"
"City Hotel",1,36,2015,"November",48,25,0,4,2,0,0,"BB","PRT","Online TA","TA/TO",0,1,0,"A","A",0,"No Deposit","9","NULL",0,"Contract",94.99,0,2,"Canceled","2015-10-23"
"Resort Hotel",0,0,2016,"January",4,23,0,1,2,0,0,"BB","PRT","Direct","Direct",0,0,0,"D","D",0,"No Deposit","NULL","NULL",0,"Transient",45,0,0,"Check-Out","2016-01-24"
"Resort Hotel",0,199,2016,"May",19,2,1,1,2,0,0,"HB","DEU","Groups","TA/TO",0,0,0,"A","A",0,"No Deposit","298","NULL",0,"Transient-Party",85,0,0,"Check-Out","2016-05-04"
"City Hotel",0,129,2017,"July",30,24,1,3,3,0,0,"BB","FRA","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","9","NULL",0,"Transient",175.5,0,3,"Check-Out","2017-07-28"
"City Hotel",1,265,2015,"July",28,9,0,2,2,0,0,"BB","PRT","Groups","TA/TO",0,1,0,"A","A",0,"No Deposit","1","NULL",0,"Contract",62,0,0,"Canceled","2015-01-01"
"City Hotel",0,218,2017,"June",24,15,0,3,2,0,0,"BB","GBR","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","9","NULL",0,"Transient",130.5,0,1,"Check-Out","2017-06-18"
"City Hotel",0,57,2016,"September",39,21,0,2,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","157","NULL",0,"Transient",101.52,0,0,"Check-Out","2016-09-23"
"City Hotel",0,0,2016,"November",46,8,0,0,1,0,0,"BB","PRT","Online TA","GDS",1,0,0,"E","E",0,"No Deposit","195","NULL",0,"Transient",0,0,2,"Check-Out","2016-11-08"
"Resort Hotel",0,12,2017,"July",28,11,0,1,1,0,0,"BB","PRT","Corporate","Corporate",0,0,0,"A","A",0,"No Deposit","NULL","337",0,"Transient-Party",135,0,0,"Check-Out","2017-07-12"
"City Hotel",0,79,2017,"July",28,12,0,4,2,0,0,"BB","GBR","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","9","NULL",0,"Transient",150,0,1,"Check-Out","2017-07-16"
"City Hotel",1,266,2017,"May",18,3,0,3,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","58","NULL",0,"Transient",100,0,0,"Canceled","2017-03-09"
"City Hotel",0,169,2016,"April",17,22,2,2,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",1,"No Deposit","2","NULL",48,"Transient-Party",63.5,0,0,"Check-Out","2016-04-26"
"Resort Hotel",0,151,2016,"September",38,11,2,1,2,0,0,"BB","CHE","Direct","Direct",0,0,0,"E","E",1,"No Deposit","250","NULL",0,"Transient",160.4,1,1,"Check-Out","2016-09-14"
"City Hotel",0,35,2016,"October",42,12,0,4,2,0,0,"BB","BRA","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","9","NULL",0,"Transient",170,0,2,"Check-Out","2016-10-16"
"Resort Hotel",0,62,2016,"April",18,25,1,3,1,0,0,"FB","IRL","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","26","NULL",0,"Transient",53.01,0,0,"Check-Out","2016-04-29"
"Resort Hotel",1,311,2017,"August",32,7,1,3,2,0,0,"HB","CHE","Online TA","TA/TO",0,0,0,"E","E",0,"No Deposit","240","NULL",0,"Transient",201.6,0,0,"Canceled","2017-04-04"
"City Hotel",1,10,2016,"March",12,13,1,0,2,0,0,"SC","BRA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",97,0,0,"Canceled","2016-03-05"
"Resort Hotel",1,23,2016,"August",33,12,1,2,2,0,0,"BB","ESP","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","240","NULL",0,"Transient",219,0,1,"Canceled","2016-07-23"
"Resort Hotel",0,143,2016,"April",18,26,2,6,2,0,0,"HB","ROU","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","242","NULL",0,"Transient",81,0,1,"Check-Out","2016-05-04"
"City Hotel",1,100,2015,"December",52,25,0,1,3,0,0,"BB","PRT","Online TA","TA/TO",0,1,0,"A","A",0,"No Deposit","8","NULL",0,"Transient",120,0,3,"Canceled","2015-09-18"
"City Hotel",0,180,2017,"July",29,22,2,5,2,0,0,"BB","FRA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient-Party",130.5,0,0,"Check-Out","2017-07-29"
"City Hotel",0,49,2017,"March",10,9,1,3,2,0,0,"SC","KOR","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",74.8,0,1,"Check-Out","2017-03-13"
"Resort Hotel",0,197,2016,"April",18,30,1,1,2,0,0,"HB","DEU","Groups","TA/TO",0,0,0,"A","D",0,"No Deposit","298","NULL",0,"Transient-Party",85,0,0,"Check-Out","2016-05-02"
"Resort Hotel",0,8,2017,"August",33,17,1,3,2,0,0,"BB","PRT","Direct","Direct",0,0,0,"A","A",0,"No Deposit","250","NULL",0,"Transient-Party",210,0,2,"Check-Out","2017-08-21"
"City Hotel",1,92,2017,"March",11,15,0,3,2,0,0,"BB","PRT","Groups","Direct",0,0,0,"A","A",0,"Non Refund","NULL","NULL",0,"Transient",85,0,0,"Canceled","2016-12-13"
"City Hotel",1,281,2016,"April",16,14,0,2,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","1","NULL",0,"Transient",62,0,0,"Canceled","2015-10-21"
"Resort Hotel",0,61,2016,"September",39,24,2,1,2,0,0,"BB","IRL","Online TA","TA/TO",0,0,0,"E","E",0,"No Deposit","240","NULL",0,"Transient",129.33,0,1,"Check-Out","2016-09-27"
"City Hotel",0,115,2016,"March",12,18,0,2,2,0,0,"HB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",90,0,0,"Check-Out","2016-03-20"
"City Hotel",1,150,2017,"June",24,17,2,3,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund","NULL","NULL",0,"Transient",120,0,0,"Canceled","2017-01-18"
"City Hotel",0,17,2015,"December",49,3,2,3,2,0,0,"BB","ESP","Direct","Direct",0,0,0,"A","A",0,"No Deposit","14","NULL",0,"Transient",91,0,0,"Check-Out","2015-12-08"
"City Hotel",0,36,2016,"July",29,11,1,1,2,0,0,"BB","AUT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",130.5,0,0,"Check-Out","2016-07-13"
"City Hotel",1,50,2015,"October",43,24,0,1,2,0,0,"HB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","NULL","NULL",0,"Transient",146,0,0,"Canceled","2015-10-15"
"City Hotel",0,58,2016,"September",37,8,1,3,1,0,0,"BB","DEU","Offline TA/TO","TA/TO",0,0,0,"D","D",0,"No Deposit","16","NULL",0,"Transient",90.95,0,1,"Check-Out","2016-09-12"
