"hotel","is_canceled","lead_time","arrival_date_month","arrival_date_week_number","arrival_date_day_of_month","stays_in_weekend_nights","stays_in_week_nights","adults","children","babies","meal","country","days_in_waiting_list","customer_type","adr","reservation_status"
"City Hotel",1,109,"June",25,12,2,1,2,0,0,"BB","ESP",0,"Transient",107.1,"Canceled"
"City Hotel",1,169,"August",32,3,0,3,2,1,0,"BB","ESP",0,"Transient",121.5,"Canceled"
"City Hotel",0,93,"March",12,17,2,3,2,0,0,"BB","PRT",0,"Transient",73.95,"Check-Out"
"City Hotel",1,188,"June",25,15,0,2,1,0,0,"BB","PRT",39,"Transient",130,"Canceled"
"Resort Hotel",1,165,"October",43,23,2,5,1,0,0,"BB","PRT",0,"Transient",47,"Canceled"
"City Hotel",0,338,"October",41,7,1,2,2,0,0,"BB","FRA",7,"Transient-Party",90.67,"Check-Out"
"Resort Hotel",0,1,"January",4,18,1,1,2,0,0,"BB","ESP",0,"Transient",48,"Check-Out"
"City Hotel",1,19,"August",31,1,0,1,2,0,0,"BB","PRT",0,"Transient",140.8,"Canceled"
"Resort Hotel",0,2,"April",14,1,0,1,2,0,0,"BB","PRT",0,"Transient-Party",95,"Check-Out"
"Resort Hotel",0,72,"April",18,24,2,3,2,0,0,"BB","IRL",0,"Transient",61.2,"Check-Out"
"City Hotel",0,3,"October",43,19,1,2,2,0,0,"BB","ESP",0,"Transient",123,"Check-Out"
"City Hotel",0,120,"May",19,11,0,3,2,0,0,"BB","FRA",0,"Transient",100,"Check-Out"
"Resort Hotel",0,95,"November",45,5,2,5,2,0,0,"BB","NLD",0,"Transient",96,"Check-Out"
"City Hotel",1,95,"April",17,24,1,5,2,0,0,"BB","FIN",0,"Transient",121.5,"Canceled"
"Resort Hotel",0,13,"April",15,11,0,1,1,0,0,"BB","FRA",0,"Transient-Party",76,"Check-Out"
"Resort Hotel",1,130,"May",19,10,2,8,2,0,0,"BB","IRL",0,"Transient",100,"Canceled"
"Resort Hotel",0,140,"March",14,31,1,3,2,0,0,"BB","GBR",0,"Transient-Party",66,"Check-Out"
"City Hotel",0,73,"March",13,26,2,0,3,0,0,"BB","BEL",0,"Transient",163,"Check-Out"
"Resort Hotel",0,0,"February",8,21,0,1,1,0,0,"BB","NULL",0,"Transient",43,"Check-Out"
"City Hotel",0,76,"June",26,19,2,1,2,0,0,"Unknown","NLD",0,"Transient",126.9,"Check-Out"
"Resort Hotel",0,67,"May",20,20,0,1,2,0,0,"BB","PRT",0,"Transient",100,"Check-Out"
"City Hotel",1,55,"January",3,18,0,2,1,0,0,"BB","PRT",0,"Transient",79,"Canceled"
"City Hotel",0,123,"May",19,4,0,4,2,0,0,"BB","FRA",0,"Transient",71.6,"Check-Out"
"City Hotel",1,276,"May",20,13,2,3,2,0,0,"BB","PRT",160,"Transient",61,"Canceled"
"City Hotel",0,56,"August",33,13,2,1,2,2,0,"BB","FRA",0,"Transient",165.9,"Check-Out"
"Resort Hotel",0,62,"April",15,9,2,3,2,0,0,"BB","ESP",0,"Transient",77.84,"Check-Out"
"City Hotel",1,88,"September",39,26,2,2,2,0,0,"BB","PRT",0,"Transient",170,"Canceled"
"Resort Hotel",1,116,"August",34,20,2,5,2,0,0,"BB","Unknown",0,"Transient",199,"Canceled"
"Resort Hotel",0,2,"December",52,22,0,1,1,0,0,"HB","PRT",0,"Group",47.4,"Check-Out"
"Resort Hotel",1,237,"June",24,12,1,4,2,0,0,"BB","GBR",0,"Transient",80.1,"Canceled"
"Resort Hotel",0,34,"October",43,21,2,5,2,0,0,"BB","LUX",0,"Transient",59.4,"Check-Out"
"Resort Hotel",0,80,"May",19,9,1,4,2,1,0,"BB","GBR",0,"Transient",75.52,"Check-Out"
"City Hotel",0,27,"February",8,21,0,3,2,0,0,"BB","ESP",0,"Transient",75,"Check-Out"
"Resort Hotel",1,130,"July",27,6,1,3,1,2,0,"HB","NOR",0,"Transient",247,"Canceled"
"City Hotel",1,240,"April",17,26,0,3,2,0,0,"BB","PRT",84,"Transient",100,"Canceled"
"Resort Hotel",0,37,"August",34,16,1,0,1,0,0,"BB","PRT",0,"Transient",172,"Check-Out"
"City Hotel",0,8,"March",12,16,0,1,1,0,0,"Unknown","NLD",0,"Transient",80.08,"Check-Out"
"City Hotel",0,144,"August",32,10,0,3,2,0,0,"BB","PRT",0,"Transient",130.5,"Check-Out"
"City Hotel",1,29,"February",8,19,0,2,2,0,0,"SC","CHE",0,"Transient",75.05,"Canceled"
"City Hotel",1,37,"March",11,12,2,2,2,0,0,"SC","Unknown",0,"Transient",76.93,"Canceled"
"City Hotel",1,15,"September",38,15,0,2,2,0,0,"BB","PRT",0,"Transient",141.68,"Canceled"
"Resort Hotel",0,50,"March",12,22,0,1,1,0,0,"BB","PRT",0,"Transient",60,"Check-Out"
"City Hotel",0,0,"January",4,27,2,3,2,2,0,"BB","BRA",0,"Transient",88.4,"Check-Out"
"Resort Hotel",0,165,"December",53,30,0,4,2,0,0,"Undefined","PRT",122,"Transient-Party",136.5,"Check-Out"
"City Hotel",1,350,"June",25,17,0,2,1,0,0,"BB","PRT",0,"Transient",130,"Canceled"
"City Hotel",1,295,"August",32,8,2,2,2,0,0,"BB","PRT",0,"Transient-Party",62,"Canceled"
"City Hotel",0,6,"August",35,28,1,3,2,2,0,"BB","FRA",0,"Transient",190,"Check-Out"
"City Hotel",1,162,"May",18,6,2,1,1,0,0,"BB","PRT",0,"Transient",80,"Canceled"
"Resort Hotel",1,259,"September",38,17,0,3,2,0,0,"BB","GBR",0,"Transient",40.05,"Canceled"
"City Hotel",0,0,"September",38,14,0,2,2,0,0,"BB","AGO",0,"Transient",90,"Check-Out"
"City Hotel",0,174,"August",33,17,0,1,2,2,0,"BB","DEU",0,"Transient",244,"Check-Out"
"City Hotel",0,112,"July",30,18,1,2,2,0,0,"BB","BEL",0,"Transient",105.3,"Check-Out"
"Resort Hotel",0,116,"May",21,18,2,5,2,1,0,"HB","GBR",0,"Transient-Party",95.93,"Check-Out"
"City Hotel",1,151,"May",19,13,2,2,2,0,0,"BB","PRT",0,"Transient",95,"Canceled"
"City Hotel",0,171,"July",27,7,1,2,2,0,0,"BB","GBR",0,"Transient",111.6,"Check-Out"
"City Hotel",0,135,"April",17,24,1,2,2,0,0,"BB","IRL",0,"Transient",100,"Check-Out"
"City Hotel",1,15,"May",23,30,2,5,2,0,0,"Unknown","FRA",0,"Transient",115.84,"Canceled"
"City Hotel",1,109,"July",29,17,1,2,2,0,0,"SC","SWE",0,"Transient",130,"Canceled"
"City Hotel",1,69,"April",14,6,0,3,1,0,0,"Unknown","PRT",0,"Transient",85,"Canceled"
"City Hotel",0,116,"May",18,2,0,4,2,0,0,"BB","FRA",0,"Transient",108,"Check-Out"
"City Hotel",1,91,"April",15,4,1,2,2,0,0,"Unknown","PRT",0,"Transient",80,"Canceled"
"Resort Hotel",0,275,"April",16,10,2,5,2,0,0,"HB","GBR",0,"Transient",74.45,"Check-Out"
"Resort Hotel",0,13,"March",11,6,2,5,2,0,0,"BB","PRT",0,"Transient",49.74,"Check-Out"
"Resort Hotel",1,37,"June",25,17,0,2,2,0,0,"HB","ESP",0,"Transient",161,"Canceled"
"City Hotel",1,351,"October",40,3,2,2,2,0,0,"BB","PRT",0,"Transient-Party",62,"Canceled"
"City Hotel",0,1,"January",2,6,0,1,2,0,0,"BB","USA",0,"Transient-Party",89,"Check-Out"
"Resort Hotel",0,0,"February",8,21,0,1,1,0,0,"BB","PRT",0,"Transient",35,"Check-Out"
"City Hotel",1,304,"November",45,3,0,3,2,0,0,"BB","PRT",0,"Transient",89,"Canceled"
"City Hotel",0,12,"August",34,19,0,1,2,2,0,"BB","GBR",0,"Transient",220,"Check-Out"
"City Hotel",0,7,"May",20,13,0,1,3,0,0,"BB","PRT",0,"Transient",215,"Check-Out"
"Resort Hotel",0,5,"November",46,6,2,0,1,0,0,"BB","PRT",0,"Transient",52.36,"Check-Out"
"City Hotel",0,79,"October",41,10,1,1,2,0,0,"BB","ESP",7,"Transient-Party",62,"Check-Out"
"City Hotel",0,19,"July",29,17,1,0,2,0,0,"BB","Unknown",0,"Transient",170,"Check-Out"
"City Hotel",0,11,"February",8,19,1,0,2,0,0,"BB","PRT",0,"Transient",110,"Check-Out"
"Resort Hotel",0,4,"January",2,14,0,1,2,0,0,"HB","PRT",0,"Transient-Party",100,"Check-Out"
"Resort Hotel",0,164,"September",38,14,2,5,1,0,0,"HB","BEL",0,"Contract",59.72,"Check-Out"
"City Hotel",0,1,"August",33,11,0,1,2,0,0,"BB","FRA",0,"Transient",75,"Check-Out"
"City Hotel",1,372,"July",29,14,0,2,2,0,0,"BB","PRT",0,"Transient",62,"Canceled"
"City Hotel",1,134,"July",30,17,1,0,2,0,0,"SC","USA",0,"Transient",94.5,"Canceled"
"City Hotel",1,178,"May",20,19,0,2,2,0,0,"BB","GBR",0,"Transient",139.5,"Canceled"
"Resort Hotel",0,21,"March",13,22,0,2,1,0,0,"BB","FRA",0,"Transient",49,"Check-Out"
"Resort Hotel",1,160,"June",24,8,0,4,2,0,0,"BB","PRT",0,"Transient",110,"Canceled"
"City Hotel",0,10,"January",4,17,0,0,2,0,0,"SC","GBR",0,"Transient",0,"Check-Out"
"Resort Hotel",0,0,"March",12,20,1,1,1,0,0,"Unknown","HUN",0,"Transient-Party",70,"Check-Out"
"City Hotel",1,102,"December",49,2,2,2,3,0,0,"BB","ESP",0,"Transient",119,"Canceled"
"City Hotel",1,188,"June",25,15,0,2,1,0,0,"BB","PRT",39,"Transient",130,"Canceled"
"City Hotel",0,195,"April",14,2,2,2,2,0,0,"BB","FRA",0,"Transient",62,"Check-Out"
"City Hotel",0,4,"January",5,31,0,2,2,0,0,"BB","GBR",0,"Transient",80,"Check-Out"
"City Hotel",0,4,"January",1,3,0,2,2,0,0,"BB","ESP",0,"Transient",81.62,"Check-Out"
"City Hotel",1,112,"March",14,30,0,2,2,0,0,"Unknown","PRT",0,"Transient",64,"Canceled"
"Resort Hotel",0,6,"June",27,29,0,2,1,0,0,"BB","DEU",0,"Transient",120,"Check-Out"
"Resort Hotel",0,18,"March",13,22,0,1,1,0,0,"BB","NULL",0,"Transient",30,"Check-Out"
"Resort Hotel",0,53,"July",30,25,2,5,2,2,0,"BB","PRT",0,"Transient",221.43,"Check-Out"
"City Hotel",1,1,"February",10,28,2,1,1,0,0,"BB","PRT",0,"Transient-Party",60,"Canceled"
"Resort Hotel",1,313,"May",21,27,2,5,2,0,0,"BB","GBR",0,"Transient",59.79,"Canceled"
"City Hotel",1,66,"April",16,19,0,2,2,0,0,"BB","FRA",0,"Transient",135,"Canceled"
"City Hotel",1,158,"May",22,24,0,2,1,0,0,"BB","PRT",31,"Transient",130,"Canceled"
"City Hotel",0,93,"June",26,20,1,1,2,0,0,"BB","CHN",0,"Transient",126.9,"Check-Out"
"Resort Hotel",0,80,"July",28,10,2,5,2,0,0,"HB","GBR",0,"Transient",108.83,"Check-Out"
"Resort Hotel",0,236,"May",20,12,0,3,1,0,0,"BB","PRT",0,"Transient-Party",48,"Check-Out"
"Resort Hotel",0,10,"November",46,7,1,2,1,0,0,"BB","PRT",0,"Transient",30,"Check-Out"
"City Hotel",0,5,"October",44,26,0,1,2,0,0,"BB","PRT",0,"Transient",0,"Check-Out"
"Resort Hotel",0,199,"May",19,2,1,1,2,0,0,"HB","DEU",0,"Transient-Party",85,"Check-Out"
"Resort Hotel",0,112,"July",28,7,4,10,2,0,0,"HB","IRL",0,"Contract",183.59,"Check-Out"
"City Hotel",0,50,"February",7,7,2,2,2,0,0,"BB","BEL",0,"Transient",65,"Check-Out"
"City Hotel",0,135,"October",44,27,0,2,2,2,0,"Unknown","FRA",0,"Transient",138.3,"Check-Out"
"City Hotel",1,245,"July",28,6,2,4,1,0,0,"BB","PRT",0,"Transient",110,"Canceled"
"Resort Hotel",1,109,"February",6,10,1,2,2,0,0,"BB","CHE",0,"Transient",48,"Canceled"
"City Hotel",0,101,"August",31,3,2,8,2,0,0,"HB","FRA",0,"Transient",157.5,"Check-Out"
"City Hotel",0,151,"January",4,19,0,3,1,0,0,"BB","RUS",63,"Transient-Party",71,"Check-Out"
"City Hotel",1,195,"September",38,17,0,2,2,0,0,"BB","PRT",0,"Transient",48,"Canceled"
"City Hotel",1,164,"May",20,15,1,2,1,0,0,"BB","PRT",0,"Transient",160,"Canceled"
"City Hotel",0,6,"December",51,17,0,2,1,0,0,"BB","BRA",0,"Transient",97,"Check-Out"
"City Hotel",1,1,"August",34,18,0,1,2,0,0,"BB","PRT",0,"Transient",114,"No-Show"
"City Hotel",0,228,"October",41,5,0,4,2,0,0,"BB","DEU",0,"Transient-Party",117,"Check-Out"
"Resort Hotel",0,81,"August",33,9,2,4,2,1,1,"FB","ESP",0,"Transient",277,"Check-Out"
"City Hotel",0,62,"August",31,4,2,2,2,0,0,"SC","FRA",0,"Transient",140,"Check-Out"
"City Hotel",0,1,"February",8,20,2,1,2,0,0,"SC","CHN",0,"Transient",81,"Check-Out"
"City Hotel",0,4,"April",16,16,2,2,2,0,0,"BB","DEU",0,"Transient",170,"Check-Out"
"Resort Hotel",0,36,"July",29,20,1,3,1,0,0,"HB","PRT",0,"Transient",200,"Check-Out"
"City Hotel",1,36,"March",13,23,2,4,2,0,0,"BB","DEU",0,"Transient",125.1,"Canceled"
"Resort Hotel",0,24,"February",9,26,1,2,2,0,0,"BB","ESP",0,"Transient",72.25,"Check-Out"
"City Hotel",0,16,"September",37,10,0,1,2,0,0,"BB","RUS",0,"Transient",90,"Check-Out"
"City Hotel",0,128,"June",25,23,1,2,3,0,0,"BB","FRA",0,"Transient",162,"Check-Out"
"City Hotel",0,32,"August",33,17,1,3,2,0,0,"BB","FRA",0,"Transient",185,"Check-Out"
"City Hotel",1,31,"June",26,20,1,1,2,0,0,"BB","KOR",0,"Transient",107.1,"Canceled"
"Resort Hotel",0,5,"September",37,9,0,1,1,0,0,"BB","PRT",0,"Transient",134,"Check-Out"
"City Hotel",0,0,"June",27,30,0,1,3,0,0,"BB","CHN",0,"Transient",141,"Check-Out"
"City Hotel",1,82,"May",18,3,0,2,2,0,0,"BB","PRT",0,"Transient",130,"Canceled"
"City Hotel",1,62,"July",30,27,0,3,2,0,0,"Unknown","DEU",0,"Transient",136.67,"Canceled"
"Resort Hotel",1,82,"February",7,7,2,0,2,0,0,"BB","PRT",0,"Transient-Party",86,"Canceled"
"Resort Hotel",1,358,"August",33,17,2,5,2,2,0,"BB","GBR",0,"Transient",290,"Canceled"
"City Hotel",0,106,"May",23,29,1,0,2,0,0,"BB","PRT",7,"Transient-Party",95,"Check-Out"
"City Hotel",0,30,"June",23,5,1,4,3,0,0,"BB","POL",0,"Transient",194,"Check-Out"
"City Hotel",1,198,"April",17,26,0,3,2,0,0,"BB","PRT",0,"Transient",100,"Canceled"
"Resort Hotel",0,139,"August",33,10,3,7,2,0,0,"BB","PRT",0,"Transient",120.6,"Check-Out"
"City Hotel",1,109,"August",32,7,1,0,2,0,0,"BB","FRA",0,"Transient",160,"Canceled"
"Resort Hotel",1,0,"April",14,7,0,1,2,0,0,"BB","PRT",0,"Transient",115,"Canceled"
"City Hotel",1,174,"June",22,1,0,2,2,0,0,"BB","PRT",0,"Transient",100,"Canceled"
"City Hotel",0,162,"September",38,17,0,3,2,0,0,"BB","PRT",7,"Transient-Party",70,"Check-Out"
"City Hotel",0,181,"July",26,1,0,1,2,0,0,"SC","DEU",0,"Transient",98.1,"Check-Out"
"City Hotel",0,185,"August",31,2,2,6,2,1,0,"BB","FRA",0,"Transient",114.75,"Check-Out"
"City Hotel",1,15,"February",7,17,0,2,2,0,0,"BB","PRT",0,"Transient",95,"Canceled"
"City Hotel",1,178,"July",26,1,1,1,3,0,0,"BB","PRT",0,"Transient",120.58,"Canceled"
"Resort Hotel",0,137,"May",23,31,2,5,2,0,0,"BB","IRL",0,"Transient",76.86,"Check-Out"
"Resort Hotel",1,66,"December",49,5,1,1,1,0,0,"FB","PRT",0,"Transient-Party",52,"Canceled"
"City Hotel",1,464,"July",30,25,0,1,2,0,0,"BB","PRT",0,"Transient",90,"Canceled"
"City Hotel",0,0,"July",31,26,1,0,2,0,0,"BB","PRT",0,"Transient",0,"Check-Out"
"City Hotel",0,69,"January",5,29,1,2,2,0,0,"BB","PRT",0,"Transient",82,"Check-Out"
"City Hotel",0,75,"April",14,5,0,4,2,0,0,"BB","NLD",0,"Transient-Party",95,"Check-Out"
"City Hotel",1,323,"May",22,26,0,2,2,0,0,"BB","Unknown",0,"Transient",62,"Canceled"
"Resort Hotel",1,244,"September",36,2,2,5,2,0,0,"BB","IRL",0,"Transient-Party",8,"Canceled"
"Resort Hotel",0,72,"May",18,4,2,5,2,0,0,"BB","GBR",0,"Contract",52.85,"Check-Out"
"City Hotel",1,261,"October",42,16,0,1,2,0,0,"HB","PRT",0,"Transient-Party",120,"Canceled"
"City Hotel",0,246,"July",29,18,0,1,2,0,0,"BB","GBR",0,"Transient",82.47,"Check-Out"
"Resort Hotel",1,360,"August",33,13,2,2,2,0,0,"BB","PRT",0,"Transient",113.4,"Canceled"
"City Hotel",1,32,"November",47,20,0,2,1,0,0,"BB","PRT",0,"Transient-Party",73,"Canceled"
"City Hotel",1,156,"April",17,26,0,3,2,0,0,"BB","PRT",0,"Transient",100,"Canceled"
"City Hotel",0,28,"September",38,13,0,2,2,2,0,"BB","AUS",0,"Transient",235.5,"Check-Out"
"City Hotel",0,2,"December",51,16,0,1,1,0,0,"BB","PRT",0,"Transient",50,"Check-Out"
"Resort Hotel",0,1,"January",5,31,0,2,2,0,0,"BB","PRT",0,"Transient",48,"Check-Out"
"City Hotel",1,37,"October",42,13,0,3,2,0,0,"BB","PRT",0,"Transient-Party",105,"Canceled"
"City Hotel",0,73,"May",20,20,0,1,2,0,0,"HB","GBR",0,"Transient",218,"Check-Out"
"City Hotel",1,158,"May",22,24,0,2,1,0,0,"BB","PRT",31,"Transient",130,"Canceled"
"City Hotel",0,203,"August",32,3,0,4,2,0,0,"SC","RUS",0,"Transient",58.14,"Check-Out"
"City Hotel",0,143,"May",23,29,2,3,2,0,0,"BB","PRT",0,"Transient-Party",99.79,"Check-Out"
"City Hotel",0,105,"October",42,12,0,3,2,0,0,"BB","PRT",0,"Transient-Party",75,"Check-Out"
"City Hotel",0,1,"January",1,7,2,1,2,0,0,"SC","FRA",0,"Transient",69.99,"Check-Out"
"City Hotel",0,16,"September",39,25,2,3,1,0,0,"BB","PRT",0,"Transient-Party",250,"Check-Out"
"City Hotel",0,21,"November",49,30,0,2,1,0,0,"BB","POL",0,"Transient-Party",76,"Check-Out"
"City Hotel",0,24,"January",4,28,0,1,2,0,0,"BB","Unknown",0,"Transient",69.56,"Check-Out"
"City Hotel",1,251,"March",13,22,0,3,1,0,0,"BB","PRT",93,"Transient",85,"Canceled"
"City Hotel",0,24,"January",1,7,2,3,2,0,0,"BB","BRA",0,"Transient",90.1,"Check-Out"
"City Hotel",0,40,"October",42,10,1,0,3,0,0,"BB","DEU",0,"Transient",163.91,"Check-Out"
"City Hotel",0,140,"April",15,9,1,1,2,0,0,"BB","FRA",0,"Transient-Party",70,"Check-Out"
"City Hotel",1,87,"March",13,24,0,3,2,0,0,"BB","ESP",0,"Transient",85.67,"Canceled"
"Resort Hotel",0,80,"May",22,22,2,2,2,0,0,"BB","GBR",0,"Transient",45.1,"Check-Out"
"Resort Hotel",0,80,"June",23,9,0,2,2,0,0,"BB","ESP",0,"Transient",140,"Check-Out"
"City Hotel",1,0,"December",50,6,0,0,0,0,0,"SC","NULL",0,"Transient",0,"Canceled"
"Resort Hotel",0,19,"August",32,3,1,4,2,0,1,"BB","PRT",0,"Transient",221,"Check-Out"
"City Hotel",0,0,"May",19,8,1,1,2,0,0,"BB","DEU",0,"Transient",139.5,"Check-Out"
"City Hotel",0,196,"July",32,31,2,2,2,0,0,"SC","Unknown",0,"Transient",80.75,"Check-Out"
"Resort Hotel",1,56,"September",37,10,0,3,2,2,0,"BB","PRT",0,"Transient",208,"Canceled"
"City Hotel",0,16,"September",39,25,2,3,1,0,0,"BB","GBR",0,"Transient-Party",170,"Check-Out"
"City Hotel",0,78,"September",38,11,2,0,3,0,0,"Unknown","Unknown",0,"Transient",160.08,"Check-Out"
"Resort Hotel",0,33,"August",36,31,1,3,2,0,0,"BB","PRT",0,"Transient",167.25,"Check-Out"
"City Hotel",0,108,"June",27,26,2,2,1,0,0,"BB","Unknown",0,"Transient",86.4,"Check-Out"
"City Hotel",0,256,"July",29,21,1,2,2,0,0,"BB","DEU",0,"Transient-Party",72.25,"Check-Out"
"Resort Hotel",0,154,"September",36,3,0,3,2,0,0,"BB","ITA",0,"Transient-Party",88.2,"Check-Out"
"City Hotel",0,64,"April",17,23,1,1,2,0,0,"BB","PRT",0,"Transient",118.8,"Check-Out"
"City Hotel",1,245,"June",25,17,0,2,2,0,0,"Unknown","PRT",12,"Transient",75,"Canceled"
"City Hotel",0,144,"August",31,5,2,5,3,0,0,"HB","BEL",0,"Transient",164.1,"Check-Out"
"Resort Hotel",0,56,"August",34,17,1,4,3,0,0,"BB","GBR",0,"Transient-Party",219,"Check-Out"
"Resort Hotel",1,109,"July",31,29,0,2,2,0,0,"HB","ESP",0,"Transient",211,"Canceled"
"City Hotel",0,100,"July",28,12,0,3,3,0,0,"BB","FRA",0,"Transient",146.93,"Check-Out"
"Resort Hotel",0,6,"January",4,24,0,2,1,0,0,"BB","Unknown",0,"Transient",79,"Check-Out"
"City Hotel",0,11,"June",23,11,2,2,2,0,0,"BB","UKR",0,"Transient",90.95,"Check-Out"
"City Hotel",0,11,"October",41,4,2,0,2,0,0,"BB","FRA",0,"Contract",136,"Check-Out"
"Resort Hotel",1,147,"June",25,14,0,4,2,2,0,"BB","PRT",0,"Transient",161,"Canceled"
"City Hotel",1,50,"March",10,5,2,2,2,0,0,"BB","RUS",0,"Transient-Party",65.66,"Canceled"
"City Hotel",0,5,"February",7,14,0,1,2,0,0,"SC","PRT",0,"Transient",88,"Check-Out"
"City Hotel",0,213,"May",23,29,3,5,2,0,0,"BB","ROU",0,"Transient-Party",80.24,"Check-Out"
"City Hotel",1,172,"October",41,4,0,3,2,0,0,"BB","NOR",0,"Transient",180.9,"Canceled"
"City Hotel",1,132,"July",30,21,2,4,2,0,0,"BB","DEU",0,"Transient",102.28,"Canceled"
"City Hotel",0,73,"May",21,19,0,3,3,0,0,"Unknown","USA",0,"Transient",198.9,"Check-Out"
"City Hotel",0,73,"March",13,24,0,2,2,0,0,"SC","ESP",0,"Transient",115,"Check-Out"
"Resort Hotel",0,80,"May",20,14,2,5,2,0,0,"HB","GBR",0,"Contract",83.71,"Check-Out"
"City Hotel",1,134,"February",8,25,0,1,1,0,0,"BB","PRT",12,"Transient-Party",75,"Canceled"
"City Hotel",1,134,"May",21,18,0,2,2,0,0,"BB","NLD",0,"Transient",105.3,"Canceled"
"City Hotel",1,184,"October",42,12,0,1,2,0,0,"SC","FRA",0,"Transient",98.1,"Canceled"
"Resort Hotel",0,11,"February",8,20,1,2,1,0,0,"BB","PRT",0,"Transient",35,"Check-Out"
"City Hotel",1,73,"April",15,7,2,3,2,0,0,"BB","GBR",0,"Transient",107.1,"Canceled"
"Resort Hotel",0,133,"November",48,20,2,5,1,0,0,"BB","GBR",0,"Transient-Party",46.64,"Check-Out"
"Resort Hotel",1,177,"September",39,23,2,5,2,0,0,"BB","PRT",0,"Transient",76,"Canceled"
"City Hotel",1,139,"April",14,6,0,3,1,0,0,"BB","Unknown",12,"Transient",85,"Canceled"
"Resort Hotel",0,53,"July",31,30,2,3,2,0,0,"BB","GBR",0,"Transient",175.56,"Check-Out"
"City Hotel",1,57,"November",47,21,1,2,2,0,0,"SC","ITA",0,"Transient",79.2,"Canceled"
"City Hotel",0,55,"April",14,6,0,1,2,0,0,"HB","PRT",0,"Transient-Party",90,"Check-Out"
"City Hotel",0,172,"October",44,23,2,3,2,0,0,"BB","DEU",0,"Transient",80.75,"Check-Out"
"City Hotel",1,46,"June",25,20,0,1,2,0,0,"BB","PRT",0,"Transient-Party",90,"Canceled"
"City Hotel",1,134,"February",8,25,0,1,1,0,0,"BB","PRT",0,"Transient-Party",75,"Canceled"
"City Hotel",1,56,"April",14,5,0,4,2,0,0,"BB","BRA",0,"Transient",126,"Canceled"
"City Hotel",0,11,"May",21,23,0,1,1,0,0,"BB","PRT",0,"Transient",104,"Check-Out"
"City Hotel",0,37,"September",38,16,0,2,1,0,0,"BB","NZL",0,"Transient-Party",94.5,"Check-Out"
"Resort Hotel",0,10,"July",29,16,0,3,2,0,0,"BB","ESP",0,"Transient",184,"Check-Out"
"City Hotel",0,22,"September",37,8,0,1,2,0,0,"BB","FRA",0,"Transient",120,"Check-Out"
"City Hotel",1,51,"September",36,3,2,2,2,0,0,"BB","Unknown",0,"Transient",139.28,"Canceled"
"Resort Hotel",0,220,"June",24,11,2,5,2,0,0,"BB","GBR",0,"Contract",56.7,"Check-Out"
"Resort Hotel",0,29,"August",33,16,2,4,2,0,0,"HB","ESP",0,"Transient",272.5,"Check-Out"
"City Hotel",0,56,"December",50,7,0,3,2,0,0,"BB","ITA",0,"Transient",82.44,"Check-Out"
"City Hotel",0,28,"August",32,3,1,3,2,0,0,"BB","ESP",0,"Transient-Party",62,"Check-Out"
"City Hotel",1,9,"February",9,21,2,1,1,0,0,"BB","FRA",0,"Transient-Party",85,"Canceled"
"City Hotel",0,98,"June",23,4,2,1,1,1,0,"BB","NLD",0,"Transient",115.2,"Check-Out"
"Resort Hotel",1,18,"June",24,6,1,2,2,0,0,"BB","ITA",0,"Transient",109,"Canceled"
"City Hotel",0,111,"May",21,19,1,3,2,0,0,"BB","GBR",0,"Transient",145,"Check-Out"
"Resort Hotel",0,146,"May",19,6,2,2,2,0,0,"BB","PRT",0,"Transient-Party",54.2,"Check-Out"
"City Hotel",0,0,"March",10,7,0,1,2,0,0,"SC","PRT",0,"Transient",88.2,"Check-Out"
"City Hotel",0,80,"May",19,2,1,1,2,0,0,"BB","FRA",0,"Transient",126.9,"Check-Out"
"Resort Hotel",0,183,"February",7,14,0,3,2,0,0,"HB","GBR",0,"Transient",55.44,"Check-Out"
"City Hotel",0,50,"February",9,21,2,3,2,0,0,"BB","CHE",0,"Transient-Party",65.11,"Check-Out"
"City Hotel",1,67,"February",7,12,2,0,2,0,0,"BB","PRT",0,"Transient",75,"Canceled"
"Resort Hotel",0,28,"October",43,19,1,3,2,0,0,"BB","PRT",0,"Transient",43,"Check-Out"
"City Hotel",0,130,"September",36,3,2,1,2,0,0,"Unknown","GBR",0,"Transient",80.75,"Check-Out"
"City Hotel",0,69,"July",30,19,0,3,3,0,0,"BB","JPN",0,"Transient",140.7,"Check-Out"
"City Hotel",1,247,"October",44,28,1,2,2,0,0,"BB","PRT",0,"Transient",110,"Canceled"
"Resort Hotel",1,40,"May",21,18,0,2,1,0,0,"BB","PRT",12,"Transient",130,"Canceled"
"City Hotel",1,120,"June",25,13,1,0,2,0,0,"BB","USA",0,"Transient-Party",140.4,"Canceled"
"Resort Hotel",1,180,"July",28,9,2,5,2,0,0,"BB","PRT",0,"Transient",81,"Canceled"
"City Hotel",0,165,"June",26,30,1,2,2,0,0,"BB","Unknown",0,"Transient",110.4,"Check-Out"
"City Hotel",1,233,"June",26,23,1,3,2,0,0,"SC","PRT",0,"Contract",100.3,"Canceled"
"Resort Hotel",0,95,"November",45,5,2,5,2,0,0,"BB","GBR",0,"Transient",57.8,"Check-Out"
"City Hotel",0,9,"April",18,29,0,2,1,0,0,"BB","PRT",0,"Transient-Party",100,"Check-Out"
"Resort Hotel",0,80,"September",36,4,3,7,2,0,0,"HB","ESP",0,"Contract",104.8,"Check-Out"
